,R_ant,R_mid,R_post,L_ant,L_mid,L_post,R_CSF,Corpus_Callosm
0,0.628097910963441,0.3740253219441499,0.022363287577266786,0.4532396438008154,0.3362747359756914,0.5088277672807545,0.7359502476314841,0.19875548770346405
1,0.6074251078825428,0.056488616480550036,0.5317257612262072,0.5211528114177166,0.3666941745867246,0.49790410321686157,0.3710481894433041,0.18030079729968806
2,0.8843049884473259,0.7462010725429471,0.3983852230184081,0.3845830728010062,0.42926871155424573,0.5508266123736775,0.032223233804997385,0.3276840625103466
3,0.07990863251482698,0.9745847012335879,0.6030612183813975,0.48821674674185045,0.28779790416545403,0.4640179373729557,0.6835071703265073,0.43259311488798924
4,0.21746919916099433,0.48875637112245907,0.3811026716751105,0.4470450624900151,0.1899828184416335,0.41472454276559634,0.13612609966888425,0.0876787194627738
5,1.0,0.4938181136912847,0.36408219643302964,0.4051845758078296,0.4556793175388484,0.5381221249690787,0.7943860911880348,0.24103104363222416
6,0.0029609057031239386,1.0,1.0,0.4199510701716455,0.4803162554511245,0.41779519362557693,0.27120474508380543,0.5130929813052996
7,0.0,0.7012170946638129,0.4159129547452534,0.4360327954437529,0.4481539150060286,0.4688547897634302,0.9810560317496909,0.19920182234436332
8,0.0,0.38089791232760567,0.3554324966301655,0.4826882563469124,0.32196528411142805,0.5278989605301,0.0725560852227248,0.38106758619471387
9,0.5852375839435792,0.8223918061218735,0.0,0.42162796368354055,0.3495035371864984,0.4573888378177235,0.9209053533965199,0.4963815570639502
10,0.4111440330802704,0.9794780053751505,0.722036854655131,0.43897658275647133,0.39275822371588237,0.4063856681484061,0.15132720732613808,0.3925092087034855
11,0.41794913553221225,0.5618291325665242,0.49175789090589334,0.45144752240242675,0.3571457134968195,0.43856332768713335,0.9567012855792807,0.4956994886820519
12,0.8117327940731165,0.5023231270895323,0.0,0.537805433926138,0.5076518412117725,0.4469900396950442,0.6028487716049256,0.5811780681684325
13,0.4972756843819092,0.3884158760771752,0.1385078143188253,0.5054815851347496,0.5331707007004841,0.4617844526818881,0.9552709014911214,0.21628024075356278
14,0.4219198240454684,0.4094542292546776,0.6167325817401955,0.512692009251572,0.33683913688248335,0.41833827637247795,0.1357277841307967,0.15139032389774115
15,0.8870225648528826,0.44045240673705277,0.5258485288457937,0.37912354068647974,0.18893747209096284,0.43901281112686397,0.28205440305835217,0.3430402733985055
16,0.7726947427401027,0.4561329802235231,0.41301753081242787,0.3373491059058491,0.36338806340043145,0.4665308006621712,,0.5480166272498596
17,0.8784656879637969,0.46949225202826256,0.1890820558132253,0.4448435025795518,0.30499662817143786,0.47152194919695417,,0.4709777885983824
18,0.7197233175114643,0.5310189971407104,0.9422156369458609,0.41299370633794585,0.27353673732894473,0.34730793082687367,,
19,0.893473877071914,0.5291804094331747,0.507054629287092,0.4112873226921572,0.23221133497376073,0.3560814503194262,,
20,0.956246028498711,0.6672492551130095,0.5657031825651135,0.4211213589864687,0.5090380293999585,0.4523942715614483,,
21,0.6899814714537598,0.5269125625443661,0.3902696922923317,0.3405237622159554,0.511917976686638,0.4379853406508146,,
22,0.08378078884139942,0.4413142779993932,0.6269611658498804,0.4742233469074678,0.10791161096794592,0.3773364678722959,,
23,0.08860852428721173,0.44502150902238047,0.7813946178422235,0.44733956216852105,0.35867160989377483,0.3955564139688744,,
24,1.0,0.7186449675016515,0.6448501795425444,0.5083096642744388,0.44275023286279297,0.4536859020252478,,
25,0.925258996872053,0.8590754754707451,0.5247244459823358,0.3612124703870078,0.4160958550784565,0.44482340371759127,,
26,0.671324696196141,0.6203954048291647,0.356649606255034,0.546861857481369,0.4900162333136917,0.4483042734907686,,
27,0.0050017445019854695,0.40157540872921876,0.5136969664386972,0.5418292736309557,0.5434084920071959,0.4167834786276739,,
28,0.0,0.8118552401821792,0.5364591899138298,0.4234349846793891,0.325260894241892,0.43830100152964185,,
29,0.3229368428156068,1.0,0.3882294096431392,0.898821199667117,0.2846995641342007,0.4337614448420617,,
30,0.42741771438873666,0.7693710534943512,0.3111312397877843,0.5813813645499838,0.2608981855130908,0.5062711227474984,,
31,0.34889315140695876,1.0,0.44375814713219996,0.4906927813021386,0.3757677096529347,0.46705001528144763,,
32,0.4160815403553832,0.5101964523483594,0.4619069671987705,0.5093704907348594,0.3373923180296716,0.4724808432092699,,
33,0.41174497556795087,0.5850531570376347,0.0,0.4063236094685284,0.29050818382713633,0.45266914377350775,,
34,0.33138263204680796,0.5016296215954282,0.35442726549731274,0.2980327494000764,0.18338902054282036,0.43681906902566464,,
35,0.4016377863422847,0.4878289595574813,0.5016440824696174,0.4164344838766325,0.31419479475936823,0.4867262517903128,,
36,0.5121327826319912,0.7312222431581503,0.47495710182072004,0.4866872702866083,0.42380767480514103,0.45642450497723464,,
37,0.5209965586696491,0.48708521928107984,0.46671078197184235,0.6643823580247528,0.30400923534377317,0.4808586512837209,,
38,0.5796549916750495,0.3711371566479341,0.1906656495791225,0.37040603886316076,0.30453441958511,0.4630911887650855,,
39,0.7563372219058221,0.46458069777497424,0.6340565178168783,0.406326837090262,0.2866693214696293,0.4593110832901703,,
40,0.8290055782157276,0.39990355979065084,0.487968188684416,0.4785469253523586,0.44255396014820664,0.38595674350884773,,
41,0.7299144407139102,0.5911065890325757,0.4889379689013114,0.4898545869825202,0.38172619215438025,0.33267997470476646,,
42,0.527364142022796,0.518617452343964,0.47074252754789825,0.7674793009153306,0.4910901964239865,0.4487643692002027,,
43,0.9979918165119052,0.36420787004279936,0.8310475191149566,0.591083132924367,0.43732425688094817,0.3864965960773383,,
44,1.0,0.5327721887520573,0.5445447580859345,0.9464541419124577,0.2699225140587533,0.39706381551593367,,
45,0.8753454108358211,0.39256038489437267,0.49164643600462515,0.6563482105093075,0.49628815983805624,0.4453973911411354,,
46,0.475705895861878,0.3679138809818098,0.48709734862759635,0.47012949748257543,0.3957600791842462,0.3920174974721153,,
47,0.4981805651288832,0.5155805468207638,0.40571918811719465,1.0,0.48597350157184066,0.3993519331346282,,
48,0.1447673922325053,0.5817894230070857,0.588290174557899,0.796068487158562,0.3466104352732007,0.3499211254182304,,
49,0.8076308166994017,0.7537236051206142,0.5253979348048594,0.46838799936059927,0.3562316291285253,0.4148631688883969,,
50,0.42095212291922157,0.5584312144532371,0.4305944916151925,0.4534260676987051,0.3997261699223936,0.4454970902717838,,
51,0.4843240311602534,0.5521122393406104,0.4890482199703254,0.420719800257008,0.35703849709080077,0.4363128387847023,,
52,0.47257796128490226,0.4927681616713657,0.44527606774542067,0.4577531510220181,0.2591855403134863,0.4446456696983104,,
53,0.4872792672560946,0.5782056757147632,0.47065402748146823,0.9027855226187861,0.3257166993730507,0.34541773100766515,,
54,0.4395213841027503,0.5221130365204939,0.0,0.5547687636704183,0.2717869254509545,0.43318652468550933,,
55,0.3853301091904101,0.45546838887557706,0.5043976519335627,0.6108064071647583,0.287934108894213,0.39895096117540835,,
56,0.4025442685396433,0.507585090979255,0.40465272234334226,0.4840086050920184,0.23031033676111518,0.3709235975395916,,
57,0.468659593064361,0.5010201708113183,0.4373848906023655,1.0,0.33600759462079,0.43080839208427957,,
58,0.44795601049168393,0.34892432339304724,0.5172371478151723,0.7867552090982706,0.34017164272235056,0.3307245151202362,,
59,0.5175763229327843,0.45815544363722177,0.3045493516528768,0.6700907551817952,0.3251897355016637,0.5300061006057026,,
60,0.3528330664385073,0.4638826841995562,0.5931238334326339,0.8635750692560457,0.31057810618734577,0.3813930824415542,,
61,0.414876057934326,0.4093325752254408,0.438625898360617,0.8751753807080302,0.4367346978343023,0.4305505941331953,,
62,0.5065068335196529,0.44200692544831927,0.4301646918374273,0.5356571128852461,0.38681758592726856,0.44854040346113955,,
63,0.47288334293874507,0.414476893409187,0.5145839915862696,0.8515316129428648,0.3408570893402974,0.4882560443926453,,
64,0.6444549506200851,,0.0,,0.18611565122425558,0.3387729928296748,,
65,0.4658186391306503,,0.5975088512590416,,0.30738194667095825,0.4105824781074434,,
66,0.5584627127765609,,0.41709587736238096,,0.26697184622842673,0.49983605105797174,,
67,0.48191294547644076,,0.45682667829200785,,0.321063602911114,0.48667781128468585,,
68,0.47179179600473,,0.5070657073808872,,0.26744045798112226,0.3331125750373601,,
69,0.9901852482773849,,0.6110782653505238,,0.29299079047210297,0.410764642128258,,
70,0.6883351408424601,,0.4553802866681581,,0.2409139076463078,,,
71,0.39860739052831046,,0.4152907288670956,,0.4446518356347874,,,
72,0.3968690156250337,,0.5076906985380218,,0.3821670640877128,,,
73,0.4943158797853895,,0.4507312666270298,,0.3487820400347567,,,
74,0.4947093990444705,,0.45626023189078496,,0.28043045959968355,,,
75,0.38622284821081715,,0.5139132787966326,,0.34249864935864927,,,
76,0.4468593618788357,,0.4763419623248827,,0.4139904295922351,,,
77,0.4994870463332692,,0.43801224858012705,,0.6327270427821771,,,
78,0.40683732365910164,,0.6535787471475712,,,,,
79,0.4007771887068008,,0.41965602466426405,,,,,
80,0.480000400491741,,0.419610163195606,,,,,
